,event_date,event_type,country,admin1,actor1,actor2,assoc_actor_1,assoc_actor_2
843036,10 May 2015,Explosions/Remote violence,Mali,Mopti,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
843382,06 May 2015,Battles,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
843479,06 May 2015,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
843581,05 May 2015,Battles,Mali,Mopti,CMA: Coordination of Movements of the Azawad,Military Forces of Mali (2013-2020),,
843966,02 May 2015,Battles,Mali,Tombouctou,CMA: Coordination of Movements of the Azawad,Military Forces of Mali (2013-2020),,
843977,02 May 2015,Protests,Mali,Bamako,Protesters (Mali),,,
844212,30 April 2015,Violence against civilians,Mali,Tombouctou,CMA: Coordination of Movements of the Azawad,Civilians (Mali),,
844223,30 April 2015,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
844361,29 April 2015,Battles,Mali,Tombouctou,CMA: Coordination of Movements of the Azawad,Military Forces of Mali (2013-2020),,
844362,29 April 2015,Battles,Mali,Tombouctou,CMA: Coordination of Movements of the Azawad,Military Forces of Mali (2013-2020),,
844477,28 April 2015,Battles,Mali,Tombouctou,CMA: Coordination of Movements of the Azawad,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
844610,27 April 2015,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,MNLA: National Movement for the Liberation of Azawad,,
845007,23 April 2015,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
845100,22 April 2015,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
845332,20 April 2015,Battles,Mali,Gao,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
845616,17 April 2015,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)
845760,15 April 2015,Battles,Mali,Gao,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),GMA: Mourabitounes Group of Azawad,,
845838,15 April 2015,Explosions/Remote violence,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
845868,15 April 2015,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
846131,12 April 2015,Explosions/Remote violence,Mali,Segou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
846725,06 April 2015,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
846726,06 April 2015,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
846819,06 April 2015,Battles,Mali,Kidal,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of France (2012-2017),,
846866,05 April 2015,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
847026,03 April 2015,Violence against civilians,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,Police Forces of Mali (2013-2020)
847050,03 April 2015,Explosions/Remote violence,Mali,Bamako,Unidentified Armed Group (Mali),Civilians (Mali),,
847249,01 April 2015,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
847284,01 April 2015,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,Pastoralists (Mali)
847483,30 March 2015,Violence against civilians,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Civilians (Mali),,ICRC: International Committee of the Red Cross and Red Crescent; Aid Workers (Mali)
847885,26 March 2015,Protests,Mali,Gao,Protesters (Mali),,,
847886,26 March 2015,Protests,Mali,Mopti,Protesters (Mali),,,
847903,26 March 2015,Protests,Mali,Bamako,Protesters (Mali),,,
848322,21 March 2015,Battles,Mali,Gao,Unidentified Armed Group (Mali),Private Security Forces (Mali),,
848547,18 March 2015,Violence against civilians,Mali,Tombouctou,AQIM: Al Qaeda in the Islamic Maghreb,Civilians (Mali),,
848953,13 March 2015,Battles,Mali,Bamako,GMA: Mourabitounes Group of Azawad,Military Forces of Mali (2013-2020) Special Forces,,
848986,13 March 2015,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
849230,10 March 2015,Violence against civilians,Mali,Tombouctou,MUJAO: Movement for Unity and Jihad in West Africa,Civilians (Mali),,
849462,08 March 2015,Battles,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
849506,07 March 2015,Battles,Mali,Bamako,GMA: Mourabitounes Group of Azawad,Police Forces of Mali (2013-2020),,Private Security Forces (Mali)
849548,07 March 2015,Riots,Mali,Gao,Rioters (Mali),Civilians (Mali),Vigilante Group (Mali),Arab Ethnic Group (Mali)
849554,07 March 2015,Explosions/Remote violence,Mali,Bamako,GMA: Mourabitounes Group of Azawad,Civilians (International),,Civilians (Mali)
849973,02 March 2015,Battles,Mali,Kidal,Military Forces of France (2012-2017),Unidentified Armed Group (Mali),,
850149,01 March 2015,Protests,Mali,Kidal,Protesters (Mali),,,
850300,27 February 2015,Battles,Mali,Koulikoro,Militia (Miners),Militia (Miners),,
850326,26 February 2015,Battles,Mali,Koulikoro,Militia (Miners),Militia (Miners),,
850390,25 February 2015,Battles,Mali,Koulikoro,Militia (Miners),Militia (Miners),,
852072,07 February 2015,Battles,Mali,Kidal,MNLA: National Movement for the Liberation of Azawad,GATIA: Imghad Tuareg and Allies Self-Defense Group,,
852387,04 February 2015,Explosions/Remote violence,Mali,Tombouctou,Military Forces of Mali (2013-2020),Unidentified Armed Group (Mali),,
852423,04 February 2015,Battles,Mali,Kidal,CMA: Coordination of Movements of the Azawad,Militia (Pro-Government),,
852468,04 February 2015,Battles,Mali,Gao,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
852685,02 February 2015,Battles,Mali,Kayes,Military Forces of Mali (2013-2020),Unidentified Armed Group (Mali),,
852857,31 January 2015,Battles,Mali,Kidal,Military Forces of France (2012-2017),Islamist Militia (Mali),,
852993,30 January 2015,Battles,Mali,Tombouctou,MNLA: National Movement for the Liberation of Azawad,Militia (Pro-Government),MAA: Arab Movement of the Azawad,
853015,30 January 2015,Riots,Mali,Gao,Rioters (Mali),,Unidentified Armed Group (Mali),
853016,30 January 2015,Violence against civilians,Mali,Tombouctou,Unidentified Armed Group (Mali),Civilians (Mali),,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)
853225,28 January 2015,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,CMA: Coordination of Movements of the Azawad,,
853308,27 January 2015,Riots,Mali,Gao,Rioters (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
853535,25 January 2015,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
853569,25 January 2015,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
853732,23 January 2015,Protests,Mali,Mopti,Protesters (Mali),,Muslim Group (Mali),
853977,21 January 2015,Riots,Mali,Kidal,Rioters (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Tuareg Ethnic Group (Mali),
854146,20 January 2015,Battles,Mali,Gao,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),CMA: Coordination of Movements of the Azawad,,
854302,18 January 2015,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),,,
854366,17 January 2015,Battles,Mali,Kidal,Islamist Militia (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
854431,16 January 2015,Protests,Mali,Bamako,Protesters (Mali),,Muslim Group (Mali),
854443,16 January 2015,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),Katiba Macina,,
854463,16 January 2015,Battles,Mali,Gao,Unidentified Armed Group (Mali),Unidentified Armed Group (Mali),,
854898,12 January 2015,Battles,Mali,Gao,GMA: Mourabitounes Group of Azawad,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
855143,09 January 2015,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
855275,08 January 2015,Battles,Mali,Mopti,Katiba Macina,Military Forces of Mali (2013-2020),,
855469,06 January 2015,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),,,
855495,06 January 2015,Violence against civilians,Mali,Segou,Unidentified Armed Group (Mali),Civilians (Mali),,
855557,05 January 2015,Battles,Mali,Segou,Military Forces of Mali (2013-2020),AQIM: Al Qaeda in the Islamic Maghreb,,Muslim Group (Mali)
855577,05 January 2015,Battles,Mali,Segou,Military Forces of Mali (2013-2020),AQIM: Al Qaeda in the Islamic Maghreb,,
855713,04 January 2015,Strategic developments,Mali,Gao,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
855714,04 January 2015,Explosions/Remote violence,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
855813,03 January 2015,Violence against civilians,Mali,Gao,MUJAO: Movement for Unity and Jihad in West Africa,Civilians (Mali),,Tuareg Ethnic Group (Mali)
855985,31 December 2014,Battles,Mali,Tombouctou,CMA: Coordination of Movements of the Azawad,GATIA: Imghad Tuareg and Allies Self-Defense Group,,
855990,31 December 2014,Explosions/Remote violence,Mali,Kidal,Ansar Dine,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,Military Forces of France (2012-2017)
856074,30 December 2014,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
856117,29 December 2014,Explosions/Remote violence,Mali,Kidal,Ansar Dine,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,Military Forces of France (2012-2017)
856154,29 December 2014,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad (Splinter Faction),MAA: Arab Movement of the Azawad
856245,27 December 2014,Strategic developments,Mali,Tombouctou,MAA: Arab Movement of the Azawad,,,
856352,24 December 2014,Strategic developments,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,,MAA: Arab Movement of the Azawad (Splinter Faction),
856380,24 December 2014,Strategic developments,Mali,Tombouctou,GATIA: Imghad Tuareg and Allies Self-Defense Group,,,
856477,22 December 2014,Violence against civilians,Mali,Gao,MNLA: National Movement for the Liberation of Azawad,Civilians (Mali),MAA: Arab Movement of the Azawad,
856665,18 December 2014,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
857026,11 December 2014,Battles,Mali,Gao,Military Forces of France (2012-2017),GMA: Mourabitounes Group of Azawad,Military Forces of Mali (2013-2020),
857433,04 December 2014,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
857548,02 December 2014,Explosions/Remote violence,Mali,Kidal,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Unidentified Armed Group (Mali),,
857983,25 November 2014,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
857990,25 November 2014,Explosions/Remote violence,Mali,Kidal,Military Forces of France (2012-2017),Unidentified Armed Group (Mali),,
858027,25 November 2014,Protests,Mali,Kidal,Protesters (Mali),,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-); Military Forces of Chad (1990-),
858155,22 November 2014,Violence against civilians,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
858161,22 November 2014,Violence against civilians,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
858207,21 November 2014,Strategic developments,Mali,Gao,Unidentified Armed Group (Mali),,,
858274,20 November 2014,Violence against civilians,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,Tuareg Ethnic Group (Mali)
858405,18 November 2014,Violence against civilians,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,Tuareg Ethnic Group (Mali)
858565,15 November 2014,Violence against civilians,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
859021,07 November 2014,Battles,Mali,Kidal,Military Forces of France (2012-2017),Unidentified Armed Group (Mali),Military Forces of Chad (1990-); Military Forces of Mauritania (2009-); Military Forces of Mali (2013-2020); Military Forces of Niger (2011-),
859082,06 November 2014,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)
859297,03 November 2014,Battles,Mali,Tombouctou,Military Forces of Mali (2013-2020),Tuareg Ethnic Militia (Mali),,Supreme Council for Azawad Unity
859318,02 November 2014,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),MAA: Arab Movement of the Azawad,,HCUA: High Council for the Unity of Azawad
859319,02 November 2014,Explosions/Remote violence,Mali,Gao,Military Forces of Mali (2013-2020),Unidentified Armed Group (Mali),,
859520,30 October 2014,Battles,Mali,Kidal,Military Forces of France (2012-2017),Unidentified Armed Group (Mali),,
859724,28 October 2014,Strategic developments,Mali,Gao,CMA: Coordination of Movements of the Azawad,,,
859925,25 October 2014,Explosions/Remote violence,Mali,Kidal,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Unidentified Armed Group (Mali),,
860382,18 October 2014,Battles,Mali,Gao,MNLA: National Movement for the Liberation of Azawad,GATIA: Imghad Tuareg and Allies Self-Defense Group,,
860507,16 October 2014,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,MNLA: National Movement for the Liberation of Azawad,,MAA: Arab Movement of the Azawad
860725,13 October 2014,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MNLA: National Movement for the Liberation of Azawad,,
861139,07 October 2014,Explosions/Remote violence,Mali,Kidal,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Unidentified Armed Group (Mali),Military Forces of France (2012-2017),
861360,03 October 2014,Battles,Mali,Gao,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),MUJAO: Movement for Unity and Jihad in West Africa,,
861862,23 September 2014,Violence against civilians,Mali,Tombouctou,AQIM: Al Qaeda in the Islamic Maghreb,Civilians (Mali),,
862124,19 September 2014,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
862179,18 September 2014,Protests,Mali,Gao,Protesters (Mali),,,
862192,18 September 2014,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
862372,16 September 2014,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
862373,16 September 2014,Violence against civilians,Mali,Tombouctou,AQIM: Al Qaeda in the Islamic Maghreb,Civilians (Mali),,Tuareg Ethnic Group (Mali)
862529,14 September 2014,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
862693,11 September 2014,Protests,Mali,Bamako,Protesters (Mali),,,
862897,07 September 2014,Protests,Mali,Bamako,Protesters (Mali),,"ADEMA-PASJ: Alliance for Democracy in Mali - Pan-African Party for Liberty, Solidarity and Justice",
863220,02 September 2014,Explosions/Remote violence,Mali,Kidal,AQIM: Al Qaeda in the Islamic Maghreb,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
863470,29 August 2014,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
863513,28 August 2014,Explosions/Remote violence,Mali,Kidal,MUJAO: Movement for Unity and Jihad in West Africa,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
863575,27 August 2014,Explosions/Remote violence,Mali,Kidal,MUJAO: Movement for Unity and Jihad in West Africa,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
